Id,SalePrice
1461,135287.3
1462,177098.48
1463,175689.03
1464,173933.23
1465,175925.39
1466,165164.8
1467,159296.55
1468,152153.47
1469,182201.9
1470,125171.42
1471,186255.5
1472,109295.516
1473,121016.05
1474,157901.84
1475,109846.49
1476,281287.3
1477,232622.77
1478,256485.27
1479,260164.1
1480,415049.3
1481,282524.25
1482,191426.02
1483,178296.97
1484,155722.16
1485,128936.945
1486,175316.88
1487,300467.94
1488,238970.1
1489,175062.23
1490,201212.62
1491,174894.73
1492,130132.07
1493,196954.16
1494,268966.8
1495,259727.9
1496,202867.11
1497,178000.08
1498,129510.5
1499,126244.08
1500,134502.58
1501,186674.5
1502,114529.95
1503,217685.19
1504,197936.25
1505,207270.86
1506,251901.56
1507,263233.25
1508,221870.62
1509,166577.4
1510,173835.69
1511,166775.75
1512,213706.88
1513,174176.14
1514,216263.44
1515,266210.2
1516,176034.55
1517,151821.56
1518,221229.19
1519,220454.81
1520,153900.16
1521,160652.14
1522,210391.64
1523,141045.5
1524,131928.22
1525,127504.91
1526,127803.65
1527,128357.19
1528,132990.92
1529,161536.6
1530,194014.97
1531,197211.97
1532,109769.16
1533,186775.02
1534,133793.52
1535,171806.3
1536,149523.38
1537,123414.86
1538,163316.61
1539,205941.5
1540,197975.17
1541,162212.94
1542,174251.03
1543,210293.19
1544,96143.19
1545,112266.56
1546,135012.67
1547,158908.95
1548,145138.36
1549,117865.945
1550,169729.38
1551,141556.88
1552,199445.97
1553,140982.66
1554,125636.375
1555,213579.44
1556,121779.15
1557,157578.17
1558,97226.09
1559,163597.84
1560,175279.88
1561,227999.02
1562,121721.15
1563,112320.65
1564,189554.66
1565,150034.05
1566,207602.12
1567,101396.05
1568,220657.1
1569,179045.45
1570,130892.36
1571,156157.69
1572,155862.31
1573,210878.72
1574,176399.6
1575,201584.03
1576,214066.08
1577,175140.03
1578,151189.92
1579,134310.81
1580,178360.06
1581,134362.19
1582,122622.484
1583,290008.4
1584,220025.45
1585,120665.766
1586,55372.582
1587,105964.266
1588,157856.8
1589,131511.25
1590,141947.03
1591,112823.0
1592,165282.28
1593,116510.766
1594,183875.1
1595,155583.38
1596,243173.4
1597,232135.92
1598,156787.34
1599,145835.62
1600,165457.72
1601,64477.062
1602,130597.69
1603,118094.516
1604,227153.28
1605,213262.39
1606,173547.94
1607,283741.5
1608,192245.47
1609,167846.25
1610,133564.64
1611,166953.77
1612,200401.84
1613,191931.16
1614,121655.24
1615,95234.04
1616,95234.04
1617,107509.33
1618,116105.95
1619,117436.68
1620,253135.7
1621,136895.66
1622,152951.12
1623,237793.03
1624,206851.3
1625,124272.66
1626,208943.39
1627,174867.69
1628,235734.97
1629,151205.64
1630,326957.94
1631,198705.25
1632,229867.27
1633,129493.69
1634,175871.08
1635,151040.75
1636,161822.95
1637,212260.92
1638,214057.08
1639,218673.8
1640,268238.78
1641,211152.77
1642,198792.36
1643,204754.61
1644,194116.53
1645,223497.78
1646,161003.9
1647,164038.69
1648,161824.6
1649,143427.23
1650,125026.92
1651,124823.44
1652,109283.375
1653,108173.79
1654,160770.58
1655,144044.78
1656,157889.7
1657,160758.44
1658,157883.62
1659,111432.59
1660,155643.0
1661,337218.5
1662,290248.22
1663,300940.9
1664,378961.8
1665,257365.66
1666,265829.9
1667,278973.25
1668,261621.69
1669,219005.25
1670,265566.3
1671,252876.22
1672,364109.7
1673,252882.06
1674,243954.03
1675,191555.53
1676,187959.53
1677,189475.89
1678,372159.2
1679,315827.06
1680,268796.3
1681,213496.12
1682,247697.17
1683,195323.9
1684,147515.78
1685,150929.33
1686,163798.72
1687,128928.64
1688,175367.61
1689,166065.23
1690,154128.72
1691,138178.8
1692,206776.34
1693,128936.21
1694,156330.28
1695,133370.05
1696,251181.78
1697,133805.28
1698,297830.94
1699,306545.7
1700,228822.02
1701,248452.69
1702,256411.55
1703,240593.3
1704,252242.34
1705,200181.62
1706,349527.34
1707,199812.22
1708,196791.64
1709,232106.19
1710,209039.81
1711,201279.47
1712,256351.25
1713,233864.62
1714,214838.31
1715,176161.9
1716,170791.4
1717,156843.28
1718,138265.28
1719,182563.88
1720,227728.78
1721,157294.94
1722,132551.31
1723,157296.44
1724,213825.92
1725,214386.08
1726,177689.67
1727,184230.44
1728,159316.4
1729,148162.62
1730,161424.28
1731,132583.66
1732,131784.6
1733,119239.4
1734,133108.78
1735,119270.0
1736,119024.89
1737,289850.66
1738,194122.22
1739,305017.28
1740,243733.44
1741,180862.1
1742,169117.9
1743,156344.25
1744,247689.33
1745,237210.53
1746,232102.94
1747,218976.61
1748,259273.44
1749,184700.88
1750,165881.88
1751,236935.12
1752,113704.1
1753,210655.16
1754,227112.47
1755,191041.1
1756,121252.49
1757,113580.86
1758,189351.16
1759,211704.9
1760,190574.5
1761,182170.95
1762,202886.25
1763,196179.33
1764,127020.17
1765,230908.16
1766,199698.9
1767,220175.58
1768,154496.2
1769,183172.64
1770,128997.18
1771,157334.34
1772,182697.62
1773,156645.16
1774,269634.7
1775,141035.62
1776,133750.34
1777,101491.234
1778,131666.0
1779,126590.734
1780,153648.23
1781,154619.33
1782,106720.95
1783,151501.67
1784,101851.91
1785,138584.16
1786,252092.22
1787,170960.9
1788,58566.242
1789,117718.266
1790,91997.75
1791,288264.12
1792,191008.06
1793,143788.44
1794,132005.36
1795,148784.69
1796,115416.68
1797,151864.72
1798,135979.53
1799,93553.33
1800,127629.805
1801,154256.64
1802,171407.34
1803,194612.33
1804,137832.8
1805,135181.97
1806,142668.1
1807,192939.14
1808,123240.45
1809,123097.125
1810,156732.8
1811,150759.16
1812,135141.08
1813,138245.61
1814,112399.33
1815,56110.668
1816,96587.77
1817,165969.9
1818,199017.11
1819,125968.74
1820,86407.836
1821,158733.39
1822,164353.0
1823,69360.266
1824,166872.69
1825,147316.84
1826,127686.96
1827,127078.3
1828,165385.16
1829,178301.0
1830,196888.61
1831,182780.81
1832,196648.62
1833,185437.67
1834,135544.66
1835,180610.84
1836,191755.14
1837,102673.28
1838,140116.69
1839,82949.28
1840,143813.14
1841,148470.0
1842,111222.125
1843,158095.2
1844,121183.56
1845,165555.8
1846,158028.0
1847,231072.22
1848,47168.44
1849,133172.53
1850,142121.8
1851,158093.42
1852,140432.53
1853,139702.0
1854,145309.27
1855,156105.4
1856,201523.38
1857,176116.4
1858,192498.31
1859,142402.39
1860,176916.66
1861,140435.83
1862,282968.25
1863,282968.25
1864,282968.25
1865,256456.38
1866,257490.25
1867,217350.75
1868,258655.0
1869,183513.05
1870,189315.9
1871,220750.44
1872,145872.62
1873,207676.19
1874,135405.69
1875,201076.1
1876,188879.69
1877,201545.78
1878,212683.62
1879,122619.67
1880,126884.51
1881,248306.78
1882,230573.95
1883,182112.84
1884,198105.89
1885,211787.12
1886,251991.12
1887,199583.77
1888,234646.23
1889,138042.31
1890,155207.1
1891,130546.984
1892,115653.83
1893,162504.19
1894,208104.75
1895,194657.44
1896,134169.47
1897,138345.66
1898,116882.86
1899,149995.66
1900,117491.734
1901,164478.9
1902,166658.78
1903,235844.73
1904,149351.23
1905,214360.66
1906,167562.06
1907,247752.8
1908,108707.11
1909,125008.75
1910,125076.44
1911,198014.67
1912,295949.22
1913,208800.75
1914,71073.5
1915,225221.5
1916,72619.94
1917,220467.66
1918,122402.15
1919,165063.6
1920,223449.25
1921,298735.7
1922,250041.88
1923,215751.06
1924,220039.02
1925,204068.9
1926,292174.7
1927,140444.17
1928,187946.88
1929,105869.25
1930,119405.7
1931,130370.97
1932,131910.39
1933,189635.12
1934,173390.2
1935,149971.89
1936,173474.95
1937,171283.62
1938,183565.94
1939,228334.19
1940,175925.39
1941,175267.0
1942,177987.62
1943,181458.12
1944,260904.28
1945,269405.94
1946,207301.53
1947,238721.5
1948,214361.78
1949,232139.12
1950,182064.0
1951,289502.97
1952,248418.47
1953,182002.1
1954,211551.31
1955,141432.1
1956,327785.94
1957,199166.62
1958,266511.06
1959,184546.56
1960,123965.875
1961,125022.125
1962,105343.25
1963,110841.695
1964,135518.72
1965,158762.97
1966,143950.9
1967,240416.03
1968,349019.0
1969,284507.2
1970,331645.97
1971,338383.22
1972,285515.53
1973,217811.36
1974,252018.56
1975,363714.0
1976,238717.28
1977,320729.8
1978,319616.84
1979,280637.4
1980,190117.23
1981,281597.62
1982,190564.31
1983,191107.78
1984,167580.5
1985,206787.25
1986,214506.27
1987,164553.75
1988,155991.72
1989,172597.98
1990,197499.14
1991,189475.89
1992,212560.47
1993,146701.33
1994,225104.56
1995,170581.23
1996,265835.2
1997,266412.47
1998,301231.5
1999,221326.22
2000,277989.56
2001,245365.5
2002,223875.44
2003,237356.67
2004,219144.81
2005,200838.81
2006,190939.78
2007,239751.7
2008,171592.7
2009,176784.55
2010,174423.31
2011,143888.28
2012,159520.0
2013,166212.8
2014,179354.28
2015,175457.2
2016,178678.6
2017,178276.25
2018,132409.62
2019,118121.49
2020,116903.45
2021,112181.84
2022,198488.38
2023,181618.8
2024,263712.38
2025,332539.3
2026,170421.66
2027,126245.03
2028,147534.4
2029,163052.97
2030,228001.5
2031,186311.06
2032,197452.84
2033,217980.03
2034,149767.66
2035,198868.47
2036,187486.86
2037,188604.11
2038,256199.94
2039,168971.2
2040,326195.1
2041,218604.39
2042,191524.44
2043,195592.0
2044,236088.77
2045,223342.03
2046,219962.16
2047,151958.62
2048,132229.97
2049,237298.95
2050,171729.42
2051,90252.266
2052,152186.6
2053,144454.88
2054,82776.336
2055,199185.25
2056,141889.22
2057,138522.28
2058,221775.9
2059,157322.73
2060,187795.66
2061,209002.22
2062,148027.48
2063,107888.7
2064,167403.97
2065,130118.67
2066,221548.75
2067,158609.33
2068,245862.47
2069,82602.89
2070,124950.8
2071,88385.91
2072,212431.97
2073,134311.66
2074,182974.28
2075,153072.16
2076,126703.086
2077,164631.16
2078,134351.5
2079,150510.62
2080,126050.08
2081,137553.19
2082,221928.95
2083,168799.73
2084,110346.98
2085,144532.38
2086,110116.055
2087,146292.47
2088,135560.52
2089,86463.484
2090,144028.56
2091,146362.78
2092,174472.45
2093,173384.6
2094,117387.76
2095,175245.33
2096,96628.34
2097,103087.22
2098,182450.61
2099,53793.63
2100,148032.42
2101,165341.5
2102,138829.03
2103,98975.75
2104,232145.69
2105,133643.44
2106,123389.96
2107,251681.81
2108,133624.64
2109,133987.64
2110,143372.9
2111,164465.78
2112,181680.14
2113,124870.83
2114,121532.66
2115,172349.23
2116,127054.11
2117,168558.0
2118,137635.39
2119,125795.53
2120,119800.94
2121,122667.64
2122,120916.97
2123,67197.98
2124,207458.62
2125,211976.72
2126,190417.95
2127,214085.03
2128,156048.33
2129,106844.53
2130,152163.67
2131,216844.97
2132,147948.84
2133,136788.69
2134,135983.94
2135,98820.35
2136,117726.29
2137,134831.66
2138,142831.16
2139,148662.86
2140,129345.69
2141,121405.15
2142,148289.36
2143,153295.06
2144,159936.25
2145,125459.83
2146,161030.62
2147,216343.81
2148,147828.61
2149,143039.22
2150,206501.34
2151,107799.14
2152,187549.81
2153,197986.05
2154,100248.445
2155,129485.66
2156,275033.94
2157,227912.88
2158,211675.36
2159,200599.33
2160,138547.05
2161,238974.66
2162,356236.0
2163,265094.03
2164,222770.69
2165,201641.8
2166,139187.1
2167,200124.22
2168,189793.86
